text,label,train_or_val
give the current chronicle five of 6 points,RateBook,val
Rate Cotton Comes to Harlem a 2,RateBook,val
Give this album one stars,RateBook,val
rate The Adventures of Augie March one points,RateBook,val
Rate Soul Music a 0.,RateBook,val
Give Hindu Temples: What Happened to Them a 5 out of 6 stars.,RateBook,val
Give this novel a 1.,RateBook,val
rate the current textbook 1 out of 6,RateBook,val
Give this textbook 0 out of 6 stars,RateBook,val
Give The Crystal Snare 5 stars,RateBook,val
Rate this saga two out of 6.,RateBook,val
Give Wilco: Learning How to Die a rating of four points.,RateBook,val
Rate this book 3 stars out of 6,RateBook,val
rate the Three Junes one out of 6,RateBook,val
Give four stars to The Broken Window,RateBook,val
Rate the current series 4 points,RateBook,val
Wish to find the movie the Heart Beat,SearchCreativeWork,val
"Please look up the TV show, Vanity.",SearchCreativeWork,val
Get me the Elvis' Christmas Album TV show.,SearchCreativeWork,val
"Please find me the saga, The Deep Six.",SearchCreativeWork,val
Wish to see the photograph with the name Live: Right Here,SearchCreativeWork,val
Looking for a novel called Death March,SearchCreativeWork,val
"Can you find me the work, The Curse of Oak Island?",SearchCreativeWork,val
Please get me The Sacred and Profane Love Machine game.,SearchCreativeWork,val
Need a creative work called Hit by Love,SearchCreativeWork,val
search for the trailer for The Office,SearchCreativeWork,val
Looking for a creative work called Plant Ecology,SearchCreativeWork,val
Find the television show To Me,SearchCreativeWork,val
Can you please find me the saga Chump Change?,SearchCreativeWork,val
Can you find me The Ridiculous 6 book?,SearchCreativeWork,val
"Please fine me the TV series, Now We Are Married.",SearchCreativeWork,val
"Please look up the work, Bachelor Pad.",SearchCreativeWork,val
Please help me find the Late Night Heartbroken Blues television show.,SearchCreativeWork,val
"Please help me find, Bend It Like Beckham the Musical.",SearchCreativeWork,val
Please look up the TV series Parables for Wooden Ears.,SearchCreativeWork,val
"Can you find me, Hey Man?",SearchCreativeWork,val
Please search for Switched.,SearchCreativeWork,val
Can you get me the Controlled Conversations TV series?,SearchCreativeWork,val
Please look up the song The Mad Magician.,SearchCreativeWork,val
"Please search for the TV show, The Best of White Lion.",SearchCreativeWork,val
Please find me Phineas Redux.,SearchCreativeWork,val
Get me the Procession of Ants TV show.,SearchCreativeWork,val
Looking for a game called Phinally Phamous,SearchCreativeWork,val
Can you search the Daring Youth saga?,SearchCreativeWork,val
look for the book The Girl Who Was Plugged In,SearchCreativeWork,val
Find me a TV show called Baby Blue,SearchCreativeWork,val
Search for Appalachian Journey,SearchCreativeWork,val
Look for the television show Meet the Prince,SearchCreativeWork,val
Can you find me Cracks the Safe?,SearchCreativeWork,val
Please help me search the Hell Money saga.,SearchCreativeWork,val
Get me the Secret South song.,SearchCreativeWork,val
Can you find me the work titled Music for Millions?,SearchCreativeWork,val
Please search for the painting titled This Is the Night.,SearchCreativeWork,val
Could you locate the Epic Conditions picture?,SearchCreativeWork,val
get me the trailer of Good Morning Sunshine,SearchCreativeWork,val
Please search the An Introduction to Karl Marx painting.,SearchCreativeWork,val
Can you find me the Blue Spring trailer?,SearchCreativeWork,val
Could you find the TV series The Approach,SearchCreativeWork,val
"Search for the TV show, A Lawless Street.",SearchCreativeWork,val
Please look up Three Essays on the Theory of Sexuality show.,SearchCreativeWork,val
Please get me the Compulsive Disclosure song.,SearchCreativeWork,val
Can you look up the Molecular Oncology saga?,SearchCreativeWork,val
Search for The Sound of One Hand Clapping,SearchCreativeWork,val
Find the creative work Deadly Weapons,SearchCreativeWork,val
Need the creative work called The Logic of Scientific Discovery,SearchCreativeWork,val
Can you find me the National Anthem of the Ancient Britons television show?,SearchCreativeWork,val
Can you please find me the Harry Hood saga?,SearchCreativeWork,val
"Can you find me the work, Bible translations into Hawaii Pidgin?",SearchCreativeWork,val
Please look up and find me Monty Python Live at the Hollywood Bowl.,SearchCreativeWork,val
Please search for Mary.,SearchCreativeWork,val
Please search the game ATLA: All This Life Allows.,SearchCreativeWork,val
Find me the novel with the name To Lose My Life…,SearchCreativeWork,val
Looking for a song with the title of Live at the Kings Center,SearchCreativeWork,val
Can you find the American Bison photograph?,SearchCreativeWork,val
Can you find me the Free for All show?,SearchCreativeWork,val
Please find me the Olympia 74 soundtrack.,SearchCreativeWork,val
Look for the album Slave to the Grind,SearchCreativeWork,val
Please find me the Projekt: The New Face of Goth.,SearchCreativeWork,val
Can you get me the Message from God saga?,SearchCreativeWork,val
Find me the soundtrack A Honeymoon Adventure,SearchCreativeWork,val
Please get me The Henderson Kids saga.,SearchCreativeWork,val
Find the movie Splendor in the Grass,SearchCreativeWork,val
Am looking for a book with the title Free to Play,SearchCreativeWork,val
Look for the TV series Jersey Boys,SearchCreativeWork,val
"Can you search the book, Paris - When It Sizzles?",SearchCreativeWork,val
Looking for a painting with the title With You,SearchCreativeWork,val
Please find me the Classified book.,SearchCreativeWork,val
Look for the show V-The New Mythology Suite,SearchCreativeWork,val
Find the creative work Face Down,SearchCreativeWork,val
Find Four Songs,SearchCreativeWork,val
Find me the soundtrack Live at the Greek Theatre,SearchCreativeWork,val
"Please search for the television show, Episodi di The Blacklist.",SearchCreativeWork,val
Find a creative work called Fire in the Hole,SearchCreativeWork,val
Looking for the picture with the name of Who Made Stevie Crye?,SearchCreativeWork,val
Look for the album Wolves Within,SearchCreativeWork,val
Find the album Orphan Girl at the Cemetery,SearchCreativeWork,val
Please find me the Journal of the British Astronomical Association movie.,SearchCreativeWork,val
Find the TV show The Daydreamer,SearchCreativeWork,val
Can you please get me the book Dracula 5: The Blood Legacy?,SearchCreativeWork,val
"Please look up the novel, Live to Dance.",SearchCreativeWork,val
Please find me the video game titled 20 Hours in America.,SearchCreativeWork,val
Find the creative work The Devil in Stitches,SearchCreativeWork,val
"Please look up the work, Prophets.",SearchCreativeWork,val
I'm looking for Welcome to the Canteen,SearchCreativeWork,val
Please search for the Journal of Official Statistics show.,SearchCreativeWork,val
Please look up Show-Biz Blues photograph.,SearchCreativeWork,val
Please search the Woodsmen of the West.,SearchCreativeWork,val
Can you find the creative works associated with Caryl & Marilyn: Real Friends,SearchCreativeWork,val
Please get me the Dead Soul saga.,SearchCreativeWork,val
Please search the Live from Leeds album.,SearchCreativeWork,val
Please look up the Johnny English - La rinascita painting.,SearchCreativeWork,val
Can you find me The Sword with No Name trailer?,SearchCreativeWork,val
"I wish to watch The Fold trailer, please search.",SearchCreativeWork,val
Can you find me the ALMOST HUMAN painting?,SearchCreativeWork,val
"Please find me the work, Serious Awesomeness!.",SearchCreativeWork,val
Search for the game Difficult Loves,SearchCreativeWork,val
Is Babar: King of the Elephants playing,SearchScreeningEvent,val
Is The Ghost playing,SearchScreeningEvent,val
Is Bartok the Magnificent playing at seven AM?,SearchScreeningEvent,val
What's the movie schedule,SearchScreeningEvent,val
i want to see JLA Adventures: Trapped In Time,SearchScreeningEvent,val
when is The Fox and the Child playing in this cinema,SearchScreeningEvent,val
show me the schedule for Rat Rod Rockers!,SearchScreeningEvent,val
Is Any Which Way You Can playing in 15 seconds,SearchScreeningEvent,val
I want to see The Portrait of a Lady at the nearest cinema.,SearchScreeningEvent,val
Where can I see The Prime Ministers: The Pioneers,SearchScreeningEvent,val
I need to find the movie theatre showing The Crooked Web closest to me,SearchScreeningEvent,val
I want to see While the Sun Shines at the closest movie house.,SearchScreeningEvent,val
"I want to see Those Kids from Town, when will it be showing?",SearchScreeningEvent,val
Find the schedule for The Comedian at Santikos Theatres.,SearchScreeningEvent,val
What are the movie schedules for my favorite theaters,SearchScreeningEvent,val
What are the movies showing in the neighbourhood,SearchScreeningEvent,val
Is Without Witness playing twenty two hours from now,SearchScreeningEvent,val
I need animated movies in the area for dinner time,SearchScreeningEvent,val
i want to see I Dream of Jeanie in a movie theatre,SearchScreeningEvent,val
Can I see Ellis Island Revisited in 1 minute,SearchScreeningEvent,val
I want animated movies at MJR Theatres,SearchScreeningEvent,val
show me the schedule for The Oblong Box,SearchScreeningEvent,val
I want to know if there are any movies playing in the area.,SearchScreeningEvent,val
Is What a Wonderful Place showing at Cinemark Theatres,SearchScreeningEvent,val
show the closest movie theatre that shows Boycott,SearchScreeningEvent,val
I want to see DOA: Dead or Alive at Loews Cineplex Entertainment.,SearchScreeningEvent,val
is The Nightmare showing six hours from now at the nearest cinema.,SearchScreeningEvent,val
What is the nearest movie house with Window Connection playing at lunch,SearchScreeningEvent,val
Is Patrick Still Lives showing at AMC Theaters,SearchScreeningEvent,val
Fine the movie schedules for the Wanda Group.,SearchScreeningEvent,val
Give me the movie schedule nearby,SearchScreeningEvent,val
Find the schedule at the Douglas Theatre Company.,SearchScreeningEvent,val
Show me the movies at Harkins Theatres.,SearchScreeningEvent,val
what movies at Star Theatres.,SearchScreeningEvent,val
I want a movie schedule.,SearchScreeningEvent,val
Can I get the movie times,SearchScreeningEvent,val
I want to see Medal for the General,SearchScreeningEvent,val
Can I get the times for movies in the neighbourhood,SearchScreeningEvent,val
May I have the movie schedules for Speakeasy Theaters,SearchScreeningEvent,val
Find animated movies close by,SearchScreeningEvent,val
Is American Primitive showing in Santikos Theatres,SearchScreeningEvent,val
what are the movie schedules in the neighborhood,SearchScreeningEvent,val
Check the schedule for Bow Tie Cinemas.,SearchScreeningEvent,val
Check the timings for Snowbound at the closest movie theatre.,SearchScreeningEvent,val
What are the movie times at Caribbean Cinemas,SearchScreeningEvent,val
I need films in the neighborhood,SearchScreeningEvent,val
Show the movie schedules in the neighborhood,SearchScreeningEvent,val
where's the nearest movie house showing foreign films,SearchScreeningEvent,val
What movies are showing now at the closest cinema?,SearchScreeningEvent,val
Is Rumor Has It playing,SearchScreeningEvent,val
I need a list of Speakeasy Theaters movie times,SearchScreeningEvent,val
When is The Outer Space Connection playing at the nearest cinema.,SearchScreeningEvent,val
Find the movie times at Harkins Theatres.,SearchScreeningEvent,val
Find the films at Century Theatres.,SearchScreeningEvent,val
show the animated movies playing in the neighbourhood,SearchScreeningEvent,val
I want to see Fear Chamber.,SearchScreeningEvent,val
Show me Southern Theatres movie times,SearchScreeningEvent,val
Is The Unnaturals showing at 13.,SearchScreeningEvent,val
Is No Time to Be Young showing at AMC Theaters,SearchScreeningEvent,val
Find the movie schedules for Regal Entertainment Group.,SearchScreeningEvent,val
I want to see Shattered Image.,SearchScreeningEvent,val
Find the schedule at Star Theatres.,SearchScreeningEvent,val
Will I Think I Do be playing at 7 PM?,SearchScreeningEvent,val
Show me the schedule for ArcLight Hollywood for only animated movies,SearchScreeningEvent,val
Find the schedule for Great Mail Robbery.,SearchScreeningEvent,val
Give me the movies in the neighborhood,SearchScreeningEvent,val
What movies are playing close by,SearchScreeningEvent,val
Is The Two Gladiators playing,SearchScreeningEvent,val
What's the movie schedule for Great Escape Theatres,SearchScreeningEvent,val
Find the movie schedule close by,SearchScreeningEvent,val
I want to see Outcast.,SearchScreeningEvent,val
show me the schedule of movie The Great Gildersleeve near movie house,SearchScreeningEvent,val
I need times for A Yiddish World Remembered at Dipson Theatres,SearchScreeningEvent,val
Find the movie schedules at Goodrich Quality Theaters.,SearchScreeningEvent,val
show me the movie schedule in the neighbourhood,SearchScreeningEvent,val
show me the movie times for films nearby,SearchScreeningEvent,val
show the movie times for animated movies in the neighbourhood,SearchScreeningEvent,val
Is The Eye – Infinity playing at General Cinema Corporation,SearchScreeningEvent,val
Can you check the timings for Super Sweet 16: The Movie?,SearchScreeningEvent,val
